tinySentence,matches
中共党员,"[""党员""]"
中共党员,"[""党员""]"
曾任上海汽车工业(集团)总公司团委书记,"[""书记""]"
党委副书记,"[""书记""]"
上海汽车集团股份有限公司党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
重庆鸿业实业(集团)有限公司党委书记,"[""书记""]"
曾任中共重庆市黔江区城东街道党工委书记,"[""书记""]"
曾任中共重庆市黔江区城东街道党工委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2004年12月至2007年7月任公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
2009年7月至2012年8月任重庆国际复合材料股份有限公司党委书记,"[""书记""]"
团委书记,"[""书记""]"
2014年10月至今任云南云天化股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
上海蒂尔远洋渔业有限公司党委书记,"[""书记""]"
上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记,"[""书记""]"
现任上海水产集团有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
天津泰达股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
四川明星电力股份有限公司船山供电分公司党总支书记,"[""书记""]"
党总支副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
曾任上海汽车工业(集团)总公司团委副书记,"[""书记""]"
团委书记,"[""书记""]"
上海汽车集团股份有限公司团委书记,"[""书记""]"
上海拖拉机内燃机有限公司党委副书记,"[""书记""]"
上海赛科利汽车模具技术应用有限公司党总支部书记兼工会主席,"[""书记""]"
上海赛科利汽车模具技术应用有限公司党总支部书记兼工会主席,"[""书记""]"
上海赛科利汽车模具技术应用有限公司党委书记,"[""书记""]"
纪委书记,"[""书记""]"
上海皮尔博格有色零部件有限公司党委书记,"[""书记""]"
纪委书记,"[""书记""]"
总部党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记.,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
包钢选矿厂团委负责人,"[""负责人""]"
团委副书记(副科职),"[""书记""]"
2014年以来历任广州发展集团股份有限公司党委委员,"[""委员""]"
现任广州发展集团股份有限公司党委委员,"[""委员""]"
2014年以来历任广州燃气集团有限公司党委书记,"[""书记""]"
广州燃气集团有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党组巡视组副组长,"[""组长""]"
中共党员,"[""党员""]"
现任福建省轻纺(控股)有限责任公司党组成员,"[""员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
西昌电业局党委书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任甘肃亚盛实业(集团)股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2017.02--2018.03历任内蒙古包钢钢联股份有限公司稀土钢炼铁厂党委委员,"[""委员""]"
焦化厂党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任广州发展集团股份有限公司党委委员,"[""委员""]"
广州环保投资集团有限公司党委委员,"[""委员""]"
现任中国核工业集团资本控股有限公司纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
上海汽车集团股份有限公司党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
工会主席兼党委办公室主任,"[""主任""]"
中共党员,"[""党员""]"
曾任甘肃亚盛实业(集团)股份有限公司条山分公司党委书记,"[""书记""]"
甘肃农垦医药药材有限公司党委委员,"[""委员""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
支部书记,"[""书记""]"
2015年12月至2017年12月任公司三环分公司党政办主任,"[""主任""]"
支部书记,"[""书记""]"
中共党员,"[""党员""]"
广州发展集团股份有限公司党委副书记,"[""书记""]"
现任广州发展集团股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
蓬溪县水电局党组书记,"[""书记""]"
大英县水利局党组书记,"[""书记""]"
中共射洪县委副书记,"[""书记""]"
中共射洪县委副书记,"[""书记""]"
遂宁市统计局党组副书记,"[""书记""]"
遂宁市统计局党组书记,"[""书记""]"
中共党员,"[""党员""]"
党群人事部总经理,"[""经理""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中国农业银行浙江省分行营业部党委书记,"[""书记""]"
浙江省分行党委委员,"[""委员""]"
中国农业银行吉林省分行党委书记,"[""书记""]"
辽宁省分行党委书记,"[""书记""]"
任中国电信股份有限公司云南公司玉溪分公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委书记,"[""书记""]"
现任上海水产集团有限公司党委书记,"[""书记""]"
原国家核电技术有限公司党组成员,"[""员""]"
中核集团地矿事业部党组成员,"[""员""]"
中国铀业有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
福建网能科技开发有限责任公司党支部书记,"[""书记""]"
党支部书记,"[""书记""]"
国网信通亿力科技有限责任公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
工程处团支部书记,"[""书记""]"
团支部书记,"[""书记""]"
四川明星电力股份有限公司机关党总支部书记(兼),"[""书记""]"
四川明星电力股份有限公司机关党总支部书记(兼),"[""书记""]"
遂宁市明星自来水有限公司党总支部书记,"[""书记""]"
遂宁市明星自来水有限公司党总支部书记,"[""书记""]"
四川明星电力股份有限公司安居供电分公司党总支部书记,"[""书记""]"
四川明星电力股份有限公司安居供电分公司党总支部书记,"[""书记""]"
四川明星电力股份有限公司办公室(党委办公室)主任,"[""主任""]"
中共党员,"[""党员""]"
遂宁电力公司团委工作,"[""工作""]"
四川明星电力股份有限公司团委工作,"[""工作""]"
中共党员,"[""党员""]"
党校研究生,"[""研究生""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
2018年起担任公司党委书记,"[""书记""]"
唐兵先生现任中国东方航空股份有限公司党委副书记,"[""书记""]"
党组副书记,"[""书记""]"
二〇一一年五月起任东航集团党组成员,"[""员""]"
党组副书记,"[""书记""]"
二〇一九年三月起担任中国东方航空股份有限公司党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
重庆涪陵能源实业集团有限公司党委书记,"[""书记""]"
重庆市涪陵水利电力投资集团党委书记,"[""书记""]"
党委委员,"[""委员""]"
重庆市第四届党代会代表,"[""代表""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
上海水产(集团)总公司远洋渔业二部党委书记,"[""书记""]"
现任上海开创国际海洋资源股份有限公司暨上海开创远洋渔业有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党组副书记,"[""书记""]"
党组书记,"[""书记""]"
市国资委党委书记,"[""书记""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委委员,"[""委员""]"
党委常委,"[""常委""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
包头稀土研究院党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
上海海洋大学海洋科学学院党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
曾任甘肃黄羊河农工商(集团)有限责任公司董事长兼党委副书记,"[""书记""]"
现任甘肃省农垦集团有限责任公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
2018年起担任公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党支部书记,"[""书记""]"
党支部书记,"[""书记""]"
党委委员,"[""委员""]"
党委委员,"[""委员""]"
党委书记兼重庆三峡水利电力(集团)股份有限公司副董事长,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
团委书记,"[""书记""]"
中共滁州市委党校科员等职,"[""员""]"
中共滁州市委党校科员等职,"[""员""]"
中共滁州市委党校科员等职,"[""员""]"
党支部委员,"[""委员""]"
中共党员,"[""党员""]"
北京空间科技信息研究所党委书记兼副所长,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任航天东方红卫星有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
纪委副书记,"[""书记""]"
专职党委副书记等职,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
纪委书记,"[""书记""]"
现任航天恒星科技有限公司党委书记,"[""书记""]"
现任中国空间技术研究院党委书记兼副院长,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中国共产党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
现任中国空间技术研究院院长兼党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党校副校长,"[""校长""]"
中共党员,"[""党员""]"
上海交通投资(集团)有限公司党委书记,"[""书记""]"
上海久事公司党委委员兼资产经营部,"[""委员""]"
上海久事投资管理有限公司党支部书记,"[""书记""]"
长发集团长江投资实业股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共上海市委办公厅机关党委办公室副主任(副处级),"[""主任""]"
中共上海市委办公厅机关党委办公室副主任(副处级),"[""主任""]"
中共上海市委办公厅机关党委办公室副主任(副处级),"[""主任""]"
中共党员,"[""党员""]"
西宁特殊钢股份有限公司营销部党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
曾兼任事务所注会行业党支部书记,"[""书记""]"
中共党员,"[""党员""]"
浙江省浙商资产管理有限公司党委委员,"[""委员""]"
现任浙江东方金融控股集团股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
浙江东方金融控股集团股份有限公司党委委员,"[""委员""]"
党支部书记,"[""书记""]"
总部党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
望云分公司党委副书记,"[""书记""]"
2009年12月至2015年4月任兰花集团北岩煤矿有限公司党委书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
2017年11月至2019年9月任中国铁路呼和浩特局集团有限公司党委书记,"[""书记""]"
2019年9月至今任中铁集装箱运输有限责任公司党委书记,"[""书记""]"
2006年5月至2010年12月任沈阳铁路局大连客运段段长兼党委副书记,"[""书记""]"
2010年12月至2013年2月任沈阳铁路局大连站站长兼党委副书记,"[""书记""]"
中共党员,"[""党员""]"
历任中共浙江省委办公厅科员,"[""员""]"
历任中共浙江省委办公厅科员,"[""员""]"
公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
现任浙江东方金融控股集团股份有限公司党委书记,"[""书记""]"
并兼任中韩人寿保险有限公司党委书记,"[""书记""]"
2005年12月至2009年12月任兰花集团北岩煤矿有限公司董事长兼党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任兰花集团公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
2015年11月至今兼任沙鲅铁路分公司党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
先后任党办干事,"[""干事""]"
党工部主办干事,"[""干事""]"
党办副主任,"[""主任""]"
党办主任,"[""主任""]"
炼钢分厂党总支书记兼第一副厂长,"[""书记""]"
先后任兰花集团纪委办公室主任,"[""主任""]"
兰花集团纪委副书记,"[""书记""]"
2009年7月兼任兰花科创田悦化肥有限责任公司党委副书记,"[""书记""]"
现任兰花科创田悦化肥分公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
现任郑煤集团党委书记,"[""书记""]"
郑州煤电股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
浙商金汇信托股份有限公司党总支委员,"[""委员""]"
现任浙江东方金融控股集团股份有限公司党委委员,"[""委员""]"
浙商金汇信托股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
2013年3月至2018年11月任中国铁路总公司办公厅(党组办公室)财务处处长,"[""处长""]"
中共党员,"[""党员""]"
浙江省浙商资产管理有限公司党委委员,"[""委员""]"
浙江省浙商资产管理有限公司党委副书记,"[""书记""]"
现任浙江东方金融控股集团股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
纪委委员,"[""委员""]"
中共党员,"[""党员""]"
党总支书记,"[""书记""]"
现任浙江东方金融控股集团股份有限公司党委委员,"[""委员""]"
大地期货有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
现任郑州煤电股份有限公司煤炭运销公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委常委,"[""常委""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委办公室主任,"[""主任""]"
民建郑州市委企工委副主任,"[""主任""]"
中共党员,"[""党员""]"
兰花汽配公司党总支书记,"[""书记""]"
兰花机械公司党总支书记,"[""书记""]"
山西兰花科创田悦化肥有限公司党委书记,"[""书记""]"
现任大阳分公司党委书记,"[""书记""]"
2012年2月至2017年8月任中铁集装箱公司人力资源部(党委组织部)副部长,"[""部长""]"
党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共山西兰花集团公司机关第三支部宣传委员,"[""委员""]"
中共山西兰花集团公司机关第三支部宣传委员,"[""委员""]"
2006年6月至2007年12月任大连铁路房地产开发有限责任公司党总支书记,"[""书记""]"
2007年12月至2009年7月任沈阳沈铁房地产开发集团大连公司党总支书记,"[""书记""]"
2007年5月至2008年3月任沈阳铁路局丹东工务段党委书记兼副段长,"[""书记""]"
2008年3月至2009年12月任沈阳铁路局大连工务段党委书记兼副段长,"[""书记""]"
2009年12月至2010年12月任沈阳铁路局白城工务段段长兼党委书记,"[""书记""]"
2010年12月至2011年9月任沈阳铁路局锦州工务段段长兼党委副书记,"[""书记""]"
2011年9月至2014年12月任沈阳铁路局大连工务段段长兼党委副书记,"[""书记""]"
2007年8月至2010年12月任中铁集装箱哈尔滨分公司党总支书记,"[""书记""]"
党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任郑煤集团党委委员,"[""委员""]"
1992年11月加入中国共产党,"[""加入中国共产党""]"
现任郑煤集团公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
2011年3月至2011年8月任沙鲅铁路分公司货运车间党支部书记,"[""书记""]"
党总支书记,"[""书记""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
现任浙江东方金融控股集团股份有限公司党委委员,"[""委员""]"
并兼任中韩人寿保险有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任浙江东方金融控股集团股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
2017年3月至8月兼任兰花煤化工有限责任公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
宁波钢铁有限公司纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
神火煤业公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委副书记,"[""书记""]"
机关党委书记,"[""书记""]"
党组成员,"[""员""]"
中共党员,"[""党员""]"
先后任长沙市油脂公司支部书记,"[""书记""]"
现任湖南粮食集团有限责任公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
曾任杭钢转炉厂纪委副书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任江苏弘业股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
现任江苏弘业股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任江苏弘业股份有限公司党委书记,"[""书记""]"
江苏苏豪国际集团股份有限公司党委委员,"[""委员""]"
江苏苏豪纺织集团有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
涪陵区优秀共产党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党总支副书记,"[""书记""]"
现任重庆桐君阁大药房连锁有限责任公司党总支书记,"[""书记""]"
中共党员,"[""党员""]"
湖南金健米业股份有限公司食品事业部党总支书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任江苏弘业股份有限公司纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
重庆桐君阁大药房连锁有限责任公司党总支书记,"[""书记""]"
中共党员,"[""党员""]"
现任江苏省苏豪控股集团有限公司纪委委员,"[""委员""]"
党委委员,"[""委员""]"
江苏省纺织集团有限公司党委委员,"[""委员""]"
党委副书记,"[""书记""]"
江苏省苏豪控股集团党委第一巡察组组长,"[""组长""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
常德市粮食局驻岳阳转运站党支部书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任杭州钢铁集团有限公司纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
现任江苏弘业股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
四川中电启明星信息技术有限公司党总支副书记,"[""书记""]"
党总支纪检委员,"[""委员""]"
党委委员,"[""委员""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委副书记,"[""书记""]"
现任阿坝州国有资产投资管理有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
办公厅党总支副书记,"[""书记""]"
中国青旅集团公司党委委员,"[""委员""]"
现任中青旅控股股份有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中国光华科技基金会党组成员,"[""员""]"
现任中青旅控股股份有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
现任国网信息通信产业集团有限公司党委组织部(人力资源部)主任,"[""主任""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
国网电力科学研究院安徽南瑞继远软件有限公司党总支书记,"[""书记""]"
南京南瑞集团公司信息系统集成分公司安徽南瑞继远软件有限公司党委书记,"[""书记""]"
安徽继远软件有限公司党总支书记,"[""书记""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任中青旅控股股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
党委委员,"[""委员""]"
党委书记,"[""书记""]"
党委委员,"[""委员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
北京中电飞华通信股份有限公司党总支书记,"[""书记""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委常务副书记,"[""书记""]"
中共党员,"[""党员""]"
党总支书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
党组书记,"[""书记""]"
茂县发展和改革局党组书记,"[""书记""]"
茂县政府副县长兼茂县发改局党组书记,"[""书记""]"
壤塘县委常委,"[""常委""]"
阿坝州发改委党组成员,"[""员""]"
现任阿坝州国有资产投资管理有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任四川岷江水利电力股份有限公司全资子公司安徽继远软件有限公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
国网信通亿力科技有限责任公司党委委员,"[""委员""]"
纪委书记,"[""书记""]"
党总支副书记,"[""书记""]"
党总支书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
网络影视中心党组成员,"[""员""]"
中国青旅集团公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
历任北京大学团委办公室负责人,"[""负责人""]"
党总支书记,"[""书记""]"
团中央直属机关党委副书记,"[""书记""]"
宁夏回族自治区吴忠市委常委,"[""常委""]"
中国青旅集团公司党委书记,"[""书记""]"
现任中青旅控股股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
中国旅游出版社社长兼党委书记,"[""书记""]"
中国国旅集团党委常委,"[""常委""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
福建网能科技开发有限责任公司党支部书记,"[""书记""]"
党支部书记,"[""书记""]"
国网信通亿力科技有限责任公司党委委员,"[""委员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记),"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
702所党委书记,"[""书记""]"
党组巡视办主任,"[""主任""]"
党组巡视办主任,"[""主任""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
厂长兼党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中青旅控股股份有限公司党委委员,"[""委员""]"
中共广州市第九次党代会代表,"[""代表""]"
中共广州市第九次党代会代表,"[""代表""]"
“全省优秀‘两新’党组织书记”,"[""书记""]"
中共党员,"[""党员""]"
现任金发科技股份有限公司党委副书记,"[""书记""]"
中共党员,"[""党员""]"
历任纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任宜昌兴发集团有限责任公司纪委副书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
一汽集团进出口有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
团委书记1995.03-1999.04一汽运输处汽车二队副队长,"[""书记""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党支部副书记,"[""书记""]"
党支部书记,"[""书记""]"
党委副书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
华中科技大学外国语学院党总支书记,"[""书记""]"
历任华中科技大学出版社有限责任公司党总支书记(董事长),"[""书记""]"
产业集团党委书记(董事),"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
纪委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
现任上海外高桥造船有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
曾任兴山县委党校理论教员,"[""员""]"
曾任兴山县委党校理论教员,"[""员""]"
兴山县委办公室科长,"[""科长""]"
宜昌兴发集团有限责任公司纪委书记,"[""书记""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
县委常委,"[""常委""]"
党委书记等职务,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
一汽轿车股份有限公司红旗工厂党委书记助理,"[""书记""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
分党组成员,"[""员""]"
分党组成员,"[""员""]"
分党组成员,"[""员""]"
分党组成员,"[""员""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
党委书记,"[""书记""]"
中共党员,"[""党员""]"
厂长兼党委书记,"[""书记""]"
长春一东离合器股份有限公司党委书记,"[""书记""]"
长春一东离合器股份有限公司党委书记,"[""书记""]"
长春一东离合器股份有限公司党委书记,"[""书记""]"
中共党员,"[""党员""]"
长春一东离合器股份有限公司团委干事,"[""干事""]"
团委书记,"[""书记""]"
中共党员,"[""党员""]"
现任廊坊市投资控股集团有限公司党委委员,"[""委员""]"
际华三五三四制衣有限公司党委副书记,"[""书记""]"
纪委书记,"[""书记""]"
廊坊市国土土地开发建设投资控股有限公司党委副书记,"[""书记""]"
现任廊坊发展股份有限公司党支部书记,"[""书记""]"
党群部部长,"[""部长""]"
廊坊市投资控股集团有限公司纪委委员,"[""委员""]"
中共党员,"[""党员""]"
中共党员,"[""党员""]"
党委副书记,"[""书记""]"
中共党员,"[""党员""]"
