tinySentence
四川省委宣传部
历任省委宣传部外宣处
党委办公室
中共小沙河乡
历任敦化市实验中学团委书
招远市蚕庄镇党委
现任大唐集团总工程师兼党组办公室
2000年11月至2001年8月受中信集团委派
曾任内蒙古电管局机关党委
枣庄市山亭区委办公室
南京工程学院党委办公室
1992年7月至1999年5月任中共长春市委办公厅
1992年7月至1999年5月任中共长春市委办公厅
在安徽省地级市委机关报《巢湖日报》社任记者
上海市委
任扬中县委政法委
洪江县委经济顾问
2001年11月至2002年5月赴美国马里兰大学(TheUniversityofMaryland)参加河南省委组织部的高级公共与工商管理强化培训
出席中国共产党全国第十九次党代会
出席中国共产党全国第十九次党代会
惠州市纪委执法监察室
2009年至2012年受骋为湖北省委政策咨询顾问
杭州市发展研究中心(杭州市委政策研究室)城市发展研究处
2011年青海省委宣传部
2009年7月至2012年1月任中共南通市纪委
2009年7月至2012年1月任中共南通市纪委
综合支部分会主席
2018年4月至2018年11月任读者出版集团有限公司党委办公室
中共富阳市委
中共富阳市委
中共富阳市(区)委
中共富阳宣传部富阳市十佳青年
2015年被北京市委
2015年被北京市委
团委主办
1992年7月至1999年5月任中共长春市委办公厅
1992年7月至1999年5月任中共长春市委办公厅
嘉兴市委宣传部
党委统战部
中共上海市委统战部
中共上海市委统战部
纪委
党支书
开拓区党支书
1983年4月至1984年11月参加中共上海市委整党办公室
1983年4月至1984年11月参加中共上海市委整党办公室
1983年4月至1984年11月参加中共上海市委整党办公室
省委外宣办
担任江苏省委组织部
鞍钢党委宣传部(统战部
中国共产党
中国铁路物资股份有限公司党委办公室
山西焦煤集团有限责任公司党委组织部
现任远光软件股份有限公司控股股东国网电子商务有限公司党委党建部(纪委办公室
现任远光软件股份有限公司控股股东国网电子商务有限公司党委党建部(纪委办公室
国网雄安金融科技集团有限公司党委党建部(纪委办公室
国网雄安金融科技集团有限公司党委党建部(纪委办公室
惠州市纪委执法监察室
惠州市纪委执法监察室
在岗位期间两次受到省委
集团纪委
2020年7月至今任湖北省宏泰国有资本投资运营集团有限公司集团纪委
党政办公室
参加分行党校培训班)
2009年7月至2012年1月任中共南通市纪委
2009年7月至2012年1月任中共南通市纪委
广州电力工程监理有限公司(广州供电局)党务
