match,sentence
"[{""keyword"":""党委"",""positionStart"":118,""positionEnd"":120},{""keyword"":""党委"",""positionStart"":141,""positionEnd"":143},{""keyword"":""党委"",""positionStart"":165,""positionEnd"":167},{""keyword"":""党委"",""positionStart"":194,""positionEnd"":196},{""keyword"":""党总支"",""positionStart"":22,""positionEnd"":25}]","曾任山东省莱州金仓矿业有限公司仓上金矿矿长、党总支书记,山东金仓矿业股份有限公司总经理,山东中海金仓矿业有限公司、莱州金仓矿业有限公司常务副总经理,山东黄金集团金仓矿业有限公司、山东黄金集团莱州矿业有限公司常务副总经理,焦家金矿副矿长、党委委员,山东黄金集团昌邑矿业有限公司总经理、党委书记,山东黄金有色矿业集团有限公司副总经理、党委委员,山东黄金矿业股份有限公司副总经理、新城金矿矿长、党委书记,山东黄金集团有限公司运营管理部经理"
"[{""keyword"":""党委"",""positionStart"":61,""positionEnd"":63},{""keyword"":""党委"",""positionStart"":81,""positionEnd"":83}]","许继松先生于1985年8月参加工作,历任浙江省冶金设计院技术员,福建省冶金工业研究所选矿研究室主任、副所长,福建省南平铝厂党委委员、副厂长,福建省南平铝业有限公司党委委员、副总经理,福建省冶金(控股)有限责任公司综合业务处副处长、总经理助理、综合业务处处长,福建省地勘冶金发展有限公司董事长,福建冶控股权投资管理有限公司执行董事,南平铝业(成都)有限公司董事"
"[{""keyword"":""党委"",""positionStart"":163,""positionEnd"":165},{""keyword"":""纪委"",""positionStart"":168,""positionEnd"":170}]","曾任中国兵器工业总公司经济贸易局经营处副处长、处长,中国兵器装备集团公司经济运营部经济运行处处长,北京北机机电工业有限责任公司副总经理,中国兵器装备集团公司经济运营部处长,中国兵器装备集团公司董事事务办公室处长,中国兵器装备集团公司资本运营部处长,北京北机机电工业有限责任公司总会计师,北京北机机电工业有限责任公司董事会董事、党委书记、纪委书记、工会主席,中国兵器装备集团有限公司审计与风险部副主任"
"[{""keyword"":""中共"",""positionStart"":8,""positionEnd"":10},{""keyword"":""党委"",""positionStart"":128,""positionEnd"":130},{""keyword"":""党委"",""positionStart"":150,""positionEnd"":152},{""keyword"":""党委"",""positionStart"":229,""positionEnd"":231},{""keyword"":""党委"",""positionStart"":275,""positionEnd"":277},{""keyword"":""党委"",""positionStart"":298,""positionEnd"":300},{""keyword"":""党委"",""positionStart"":328,""positionEnd"":330}]","刘钦,男,汉族,中共党员,1969年1月生,博士研究生,曾任山东省莱州金仓矿业有限公司仓上金矿矿长,山东黄金集团有限公司三山岛金矿矿长,山东黄金矿业(莱州)有限公司三山岛金矿矿长,山金矿业有限公司副董事长、总经理,锡林郭勒盟山金阿尔哈达矿业有限公司总经理、党委书记,有色集团内蒙古矿业建设基地总经理、党委书记,山东黄金有色矿业集团有限公司副董事长、总经理,山东黄金国际矿业有限公司副董事长、总经理,山东黄金矿产资源集团有限公司常务副总经理、副董事长、总经理、党委副书记,山东黄金集团有限公司矿产资源部经理,山东黄金矿产资源集团有限公司董事长、总经理、党委书记,山东黄金地质矿产勘查有限公司董事长、党委委员、书记,山东黄金矿业股份有限公司资源勘董事业部总裁、党委书记"
"[{""keyword"":""党委"",""positionStart"":60,""positionEnd"":62},{""keyword"":""党委"",""positionStart"":117,""positionEnd"":119},{""keyword"":""党委"",""positionStart"":149,""positionEnd"":151}]","曾任山东黄金集团有限公司三山岛金矿副矿长,山东黄金矿业(莱州)有限公司三山岛金矿副矿长,山东黄金矿业股份有限公司新城金矿党委书记、矿长,山东黄金矿业股份有限公司副总经理,山东黄金集团有限公司工程管理部经理,山东黄金有色矿业集团有限公司党委副书记、总经理,山东黄金矿业股份有限公司中华矿业事业部总裁、党委书记"
"[{""keyword"":""党委"",""positionStart"":128,""positionEnd"":130},{""keyword"":""纪委"",""positionStart"":133,""positionEnd"":135}]","曾任南昌自来水有限责任公司监审部干事、南昌水业集团城北营业处江纺所所长、南昌水业集团监审处处长助理、副处长(主持工作)、南昌水业集团行政办公室主任、南昌市政公用集团法务审计部(纪检监察室)部长助理(主任助理)、副部长(副主任)等职,现任江西长运集团有限公司党委委员、纪委书记"
"[{""keyword"":""党委"",""positionStart"":10,""positionEnd"":12},{""keyword"":""纪委"",""positionStart"":15,""positionEnd"":17}]",江西长运股份有限公司党委委员、纪委书记
"[{""keyword"":""党委"",""positionStart"":177,""positionEnd"":179},{""keyword"":""党办"",""positionStart"":87,""positionEnd"":89}]","1986.7-1988.12河南焦作平原光学仪器厂技术员,1988.12-1991.3安阳钢铁公司科技处工程师,1991.3-2004.5安阳钢铁股份有限公司第一炼钢厂,历任党办副主任、车间副主任、生产科科长、副厂长,高级工程师,2004.5-2008.4安阳钢铁股份有限公司生产计划处副主任,2008.4-2014.7安钢集团永通球墨铸铁管有限责任公司党委书记,2014.7-至今安钢集团永通球墨铸铁管有限责任公司董事长、经理"
"[{""keyword"":""中共"",""positionStart"":18,""positionEnd"":20},{""keyword"":""党委"",""positionStart"":52,""positionEnd"":54},{""keyword"":""党委"",""positionStart"":151,""positionEnd"":153},{""keyword"":""团委"",""positionStart"":85,""positionEnd"":87},{""keyword"":""党校"",""positionStart"":73,""positionEnd"":75},{""keyword"":""县委"",""positionStart"":71,""positionEnd"":73}]","王民,男,1964年2月出生,汉族,中共党员,工学学士,研究生,会计师,安徽出版集团有限责任公司副总裁、党委委员,公司副董事长.历任安徽省涡阳县委党校教师,安徽省税务学校团委书记、教师,安徽省进出口公司财务处长、总经理,华文国际经贸股份有限公司董事长、总经理,安徽出版集团有限责任公司总裁助理、副总裁、党委委员.2007年入选安徽省宣传文化系统""六个一批""拔尖人才,2008年获""安徽青年杰出创业奖"",安徽省""五一劳动奖章""."
"[{""keyword"":""党委"",""positionStart"":10,""positionEnd"":12},{""keyword"":""党委"",""positionStart"":38,""positionEnd"":40},{""keyword"":""党委"",""positionStart"":64,""positionEnd"":66},{""keyword"":""党委"",""positionStart"":89,""positionEnd"":91}]","现任凯盛集团有限公司党委委员,中建材蚌埠玻璃工业设计研究院有限公司副总经理、党委委员,安徽华光光电材料科技集团有限公司执行董事、党委书记,凯盛科技股份有限公司第六届董事会董事长、党委书记"
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""纪委"",""positionStart"":23,""positionEnd"":25}]",现任江西长运集团有限公司党委副书记、副总经理、纪委书记
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""党委"",""positionStart"":19,""positionEnd"":21}]","安徽出版集团有限责任公司党委委员,公司党委副书记、总经理,安徽教育出版社社长,兼任省直机关青联副主席"
"[{""keyword"":""党校"",""positionStart"":163,""positionEnd"":165},{""keyword"":""省委"",""positionStart"":161,""positionEnd"":163}]",1979.9-1983.7武汉钢铁学院学习1983.7-1996.3安阳钢铁公司烧结厂技术员、工段长、车间副主任、生产科副科长(主持工作)、烧结厂厂长助理兼生产科科长、副厂长1996.3-1999.6安阳钢铁股份有限公司烧结厂副厂长(主持工作)、厂长1999.6-2001.9安阳钢铁集团有限责任公司总经理助理(期间在河南省委党校第一期青年干部培训班学习
"[{""keyword"":""党委"",""positionStart"":70,""positionEnd"":72},{""keyword"":""党委"",""positionStart"":100,""positionEnd"":102}]",)2011.9-2014.5安阳钢铁集团有限责任公司副总经理、董事、常委2014.5-2016.8安阳钢铁集团有限责任公司总经理、副董事长、党委副书记2016.8-至今安阳钢铁集团有限责任公司董事长、党委书记
"[{""keyword"":""党委"",""positionStart"":12,""positionEnd"":14},{""keyword"":""纪委"",""positionStart"":18,""positionEnd"":20}]","现任冶金自动化研究设计院党委副书记、纪委书记,钢铁制造流程优化国家工程实验室主任"
"[{""keyword"":""团委"",""positionStart"":10,""positionEnd"":12},{""keyword"":""团委"",""positionStart"":22,""positionEnd"":24}]",先后荣获“衡水市优秀团委书记”、“河北省优秀团委书记”等荣誉称号
"[{""keyword"":""党委"",""positionStart"":69,""positionEnd"":71},{""keyword"":""党总支"",""positionStart"":25,""positionEnd"":28}]","历任永丰县汽车运输有限公司副经理、总经理、董事长、党总支书记,江西吉安长运有限公司副总经理,江西抚州长运有限公司副总经理、总经理、董事长、党委书记等职,2016年8月起任公司总经理,兼任公司控股子公司江西法水温泉有限公司董事长"
"[{""keyword"":""中共"",""positionStart"":16,""positionEnd"":18},{""keyword"":""党校"",""positionStart"":2,""positionEnd"":4}]","四川党校财会专业毕业,大专学历,中共党员,助理工程师职称"
"[{""keyword"":""党委"",""positionStart"":51,""positionEnd"":53},{""keyword"":""党委"",""positionStart"":63,""positionEnd"":65},{""keyword"":""党委"",""positionStart"":84,""positionEnd"":86},{""keyword"":""纪委"",""positionStart"":68,""positionEnd"":70},{""keyword"":""纪委"",""positionStart"":89,""positionEnd"":91}]","1991年进入安钢,历任安钢第二炼钢厂设备管理科副科长(主持工作)、厂长助理、副厂长,安钢建筑安装公司党委副书记(主持工作)、党委书记、纪委书记、副经理,安钢第二炼轧厂党委书记、纪委书记、副厂长"
"[{""keyword"":""共产党"",""positionStart"":36,""positionEnd"":39},{""keyword"":""市委"",""positionStart"":30,""positionEnd"":32}]","多次被安徽新华发行集团评选为全省先进工作者,2002年被滁州市委授予优秀共产党员,2003年被省人事厅、省新闻出版局授予新闻出版系统劳动模范,2004年被原国家新闻出版总署授予“中国书刊发行奖”"
"[{""keyword"":""中共"",""positionStart"":22,""positionEnd"":24},{""keyword"":""党委"",""positionStart"":41,""positionEnd"":43},{""keyword"":""省委"",""positionStart"":134,""positionEnd"":136},{""keyword"":""市委"",""positionStart"":92,""positionEnd"":94},{""keyword"":""市委"",""positionStart"":106,""positionEnd"":108},{""keyword"":""市委"",""positionStart"":118,""positionEnd"":120},{""keyword"":""县委"",""positionStart"":78,""positionEnd"":80},{""keyword"":""纪委"",""positionStart"":47,""positionEnd"":49}]","程春雷,男,1964 年 4 月出生,汉族,中共党员,文学学士,讲师,安徽出版集团党委副书记、纪委书记.历任休宁师范学校(后为黄山市教师进修学校)教师,休宁县委办机要科副科级秘书,黄山市委办机要局副主任科员,黄山市委督查室主任科员,黄山市委办公厅副调研员、副主任,安徽省委宣传部办公室副主任、主任.2007年、2008年、2009年被评为""优秀公务员""(记三等功)."
"[{""keyword"":""党委"",""positionStart"":44,""positionEnd"":46},{""keyword"":""纪委"",""positionStart"":50,""positionEnd"":52},{""keyword"":""党群工作部"",""positionStart"":20,""positionEnd"":25}]","曾任蚌埠玻璃工业设计研究院办公室副主任、党群工作部副部长、部长,现任凯盛科技股份有限公司党委副书记、纪委书记"
"[{""keyword"":""党委"",""positionStart"":16,""positionEnd"":18},{""keyword"":""党委"",""positionStart"":50,""positionEnd"":52}]","1985年6月进入安钢,历任安钢党委《安钢报》记者、副总编,《中国冶金报》记者,公司办公室秘书,安钢党委宣传部部长助理、副部长,安钢集团公司办公室主任、安钢股份公司经理,安钢集团公司劳动人事管理部部长,安钢集团公司副总经理"
"[{""keyword"":""党委"",""positionStart"":11,""positionEnd"":13},{""keyword"":""纪委"",""positionStart"":16,""positionEnd"":18}]","现任安钢集团公司董事、党委常委、纪委书记,安钢股份公司监事会主席"
