tinySentence,matches
党委办公室副主任(主持工作),"[""主任"",""工作""]"
任成都城投地产有限公司总经理兼党总支书记,"[""书记"",""经理""]"
中国国际贸易促进委员会山东省委员会特邀顾问,"[""委员"",""委员""]"
现任江苏银行党群工作部副部长(主持工作),"[""部长"",""工作"",""工作""]"
党群工作部主任,"[""主任"",""工作""]"
中央党校法律专业本科毕业,"[""专业"",""毕业""]"
中共中央党校法学硕士学位及西北大学经济学文学士学位,"[""学位"",""学位""]"
轻盐集团人力资源部副部长(党委干部部副部长),"[""部长"",""部长"",""干部""]"
任自治区党委宣传部干部处处长(2009年9月至2011年8月挂职任鹿寨县委副书记,"[""书记"",""处长"",""干部""]"
任自治区党委宣传部干部处处长(2009年9月至2011年8月挂职任鹿寨县委副书记,"[""书记"",""处长"",""干部""]"
党委委员兼纪委书记,"[""书记"",""委员""]"
党委委员兼纪委书记,"[""书记"",""委员""]"
自治区党委办公厅《广西工作》编辑,"[""编辑"",""工作""]"
党委副书记兼纪委书记,"[""书记"",""书记""]"
党委副书记兼纪委书记,"[""书记"",""书记""]"
总经理兼党委书记,"[""书记"",""经理""]"
党群工作部部长,"[""部长"",""工作""]"
2013年12月20日至2015年11月任雪天盐业集团股份有限公司总经理助理兼党群工作部部长,"[""部长"",""经理"",""工作""]"
任河北省人民政府国有资产监督管理委员会党委副书记,"[""书记"",""委员""]"
重庆市国有资产监督管理委员会纪委综合处(案件审理处)副调研员,"[""员"",""委员""]"
党委书记兼国际机场支行党支部书记,"[""书记"",""书记""]"
党委书记兼国际机场支行党支部书记,"[""书记"",""书记""]"
2010年10月至2013年6月任湖南有色金属控股集团有限公司党群工作部副部长(主持工作),"[""部长"",""工作"",""工作""]"
2013年6月至2014年5月任湖南有色金属控股集团有限公司党群工作部部长,"[""部长"",""工作""]"
2016年1月至2017年10月任五矿有色金属控股有限公司党群工作部(党委办公室)主任,"[""主任"",""工作""]"
2016年1月至2017年10月任五矿有色金属控股有限公司党群工作部(党委办公室)主任,"[""主任"",""工作""]"
2017年10月至2018年2月任五矿有色金属控股有限公司党群工作部部长,"[""部长"",""工作""]"
公司党委工作部副主任,"[""主任"",""工作""]"
河北省纪委办公厅副主任科员,"[""员"",""主任""]"
主任兼党支部书记,"[""主任"",""书记""]"
2017年3月至今任株洲冶炼集团股份有限公司总经理兼党委副书记,"[""书记"",""经理""]"
自2003年11月至2012年3月担任公司党委办公室(原党群工作部)副主任,"[""主任"",""工作""]"
自2003年11月至2012年3月担任公司党委办公室(原党群工作部)副主任,"[""主任"",""工作""]"
党群工作部经理),"[""经理"",""工作""]"
党群工作部经理,"[""经理"",""工作""]"
任职镇江市委组织部电教中心科员,"[""员"",""任职""]"
任镇江市委组织部党员电化教育管理处处长,"[""党员"",""处长""]"
任镇江市委组织部党员电化中心主任,"[""党员"",""主任""]"
常州市委办公室秘书处处长,"[""处长"",""秘书""]"
1999年7月至2002年7月进入湖南省委办公厅信息中心任综合调研室主任科员,"[""员"",""主任""]"
岳阳纸业股份有限公司公司办主任兼党支部书记,"[""主任"",""书记""]"
曾任内蒙古第一机械制造(集团)有限公司制造部部长兼党总支书记,"[""部长"",""书记""]"
2017年6月至2017年11月任中国海洋石油总公司人力资源部总经理兼中国海洋石油总公司党组组织部部长,"[""部长"",""经理""]"
2017年11月至2020年4月任中国海洋石油集团有限公司人力资源部总经理兼中国海洋石油集团有限公司党组组织部部长,"[""部长"",""经理""]"
董事会职能部门与总经理办公室党总支书记,"[""书记"",""经理""]"
中共包头市第十二次代表大会代表,"[""代表"",""代表""]"
宜章县电力有限责任公司党委办公室主任兼武装部部长,"[""部长"",""主任""]"
2019年9月起任郴电国际党委委员兼郴州分公司经理,"[""委员"",""经理""]"
2013年2月至2015年12月任泉水镇党委书记(2015年8月至2015年12月兼任泉水镇党委书记),"[""书记"",""书记""]"
2013年2月至2015年12月任泉水镇党委书记(2015年8月至2015年12月兼任泉水镇党委书记),"[""书记"",""书记""]"
中央党校研究生学历,"[""学历"",""研究生""]"
党委副书记(主持党委工作),"[""书记"",""工作""]"
党委副书记(主持党委工作),"[""书记"",""工作""]"
公司党总支群工委员兼三支部书记,"[""书记"",""委员""]"
公司党总支群工委员兼三支部书记,"[""书记"",""委员""]"
1996年取得中央党校经济管理函授学院涉外经济管理专业大学本科学历,"[""学历"",""专业""]"
内蒙古第一机械制造(集团)有限公司董事会综合部部长兼党委工作部部长,"[""部长"",""部长"",""工作""]"
内蒙古第一机械集团有限公司总经理助理兼董事会综合部党委工作部部长,"[""部长"",""经理"",""工作""]"
内蒙古第一机械集团有限公司组织人事部党委书记兼董事会提名薪酬与考核委员会办公室主任,"[""主任"",""书记"",""委员""]"
内蒙古第一机械集团有限公司党委组织部部长兼董事会提名薪酬与考核委员会办公室主任,"[""部长"",""主任"",""委员""]"
部长兼新区党委书记,"[""部长"",""书记""]"
纪委书记兼淮北矿业(集团)有限责任公司党校校长,"[""书记"",""校长""]"
纪委书记兼淮北矿业(集团)有限责任公司党校校长,"[""书记"",""校长""]"
郴州市委组织部干部三科科长,"[""科长"",""干部""]"
2000年5月至2001年4月任郴州市委农村部综合调研室主任科员,"[""员"",""主任""]"
2006年09月至2008年1月任西安煤矿机械厂生产处长兼党支部书记,"[""书记"",""处长""]"
38所综合系统集成部党支部副书记(主持工作)兼副主任,"[""主任"",""书记"",""工作""]"
2004年2月-2013年4月任浙江东方集团公司党委书记兼总经理,"[""书记"",""经理""]"
党群部副主任(主持工作),"[""主任"",""工作""]"
党政办支部书记兼副主任,"[""主任"",""书记""]"
党政办支部书记兼副主任,"[""主任"",""书记""]"
省委党校研究生学历,"[""学历"",""研究生""]"
省委党校研究生学历,"[""学历"",""研究生""]"
现任中国电影集团公司党委专职副书记兼纪委书记,"[""书记"",""书记""]"
现任中国电影集团公司党委专职副书记兼纪委书记,"[""书记"",""书记""]"
2019年8月任中国电影集团公司党委专职副书记兼纪委书记,"[""书记"",""书记""]"
2019年8月任中国电影集团公司党委专职副书记兼纪委书记,"[""书记"",""书记""]"
党组成员兼长峰集团党委书记,"[""员"",""书记""]"
党组成员兼长峰集团党委书记,"[""员"",""书记""]"
省委党校研究生学历,"[""学历"",""研究生""]"
省委党校研究生学历,"[""学历"",""研究生""]"
测控通信研发中心副主任兼第二党支部副书记(主持工作),"[""主任"",""书记"",""工作""]"
西藏玉龙铜业股份公司董事总经理兼党委书记,"[""书记"",""经理""]"
2009.08--2016.03任达州市国家税务局机关服务中心主任(其间:2012.10--2013.10下派挂任达州市通川区国家税务局党组副书记),"[""主任"",""书记""]"
中共广安市委组织部干部培训科科长,"[""科长"",""干部""]"
中共广安市委组织部干部培训科科长,"[""科长"",""干部""]"
安全监察部主任兼党支部书记,"[""主任"",""书记""]"
生产设备管理部主任兼党支部书记,"[""主任"",""书记""]"
中共贵阳市委宣传部(市文明办)副主任科员(享受正科待遇),"[""员"",""主任""]"
中共贵阳市委宣传部(市文明办)副主任科员(享受正科待遇),"[""员"",""主任""]"
中共贵阳市委宣传部宣传处处长兼任贵阳市中级政工师职称评审委员会办公室主任,"[""主任"",""委员"",""处长""]"
中共贵阳市委宣传部宣传处处长兼任贵阳市中级政工师职称评审委员会办公室主任,"[""主任"",""委员"",""处长""]"
总经理兼任中共贵阳市委宣传部宣传处处长,"[""处长"",""经理""]"
总经理兼任中共贵阳市委宣传部宣传处处长,"[""处长"",""经理""]"
中共贵州省委办公厅综合处主任科员,"[""员"",""主任""]"
中共贵州省委办公厅综合处主任科员,"[""员"",""主任""]"
中共贵州省委办公厅秘书二处副处长,"[""处长"",""秘书""]"
中共贵州省委办公厅秘书二处副处长,"[""处长"",""秘书""]"
中共贵州省委办公厅秘书二处调研员,"[""员"",""秘书""]"
中共贵州省委办公厅秘书二处调研员,"[""员"",""秘书""]"
党委工作部副主任,"[""主任"",""工作""]"
云南文山电力股份有限公司党建工作部副主任,"[""主任"",""工作""]"
党校研究生学历,"[""学历"",""研究生""]"
2010年5月任开滦集团公司团委副书记(主持工作),"[""书记"",""工作""]"
2003年4月至2014年1月任开滦股份范各庄矿业分公司纪委副书记兼监察部部长,"[""部长"",""书记""]"
党支部副书记2003.04-2018.09历任云南文山电力股份有限公司办公室副主任,"[""主任"",""书记""]"
民革贵州省委员会社会法制委员会委员,"[""委员"",""委员"",""委员""]"
同煤集团机电管理处处长兼党委书记,"[""书记"",""处长""]"
2012年8月至2012年12月任石家庄市新华区人大常委会党组成员,"[""员"",""常委""]"
任大秦铁路股份有限公司党委工作部组织工作室科员,"[""员"",""工作"",""工作""]"
重庆钢铁股份有限公司综合管理部(党群工作部)副部长,"[""部长"",""工作""]"
2007年5月当选为中国共产党第十七次全国党代会党代表,"[""代表"",""当选""]"
2007年5月当选为中国共产党第十七次全国党代会党代表,"[""代表"",""当选""]"
2012年5月当选为中国共产党第十八次全国党代会代表,"[""代表"",""当选""]"
2012年5月当选为中国共产党第十八次全国党代会代表,"[""代表"",""当选""]"
中共南京市委办公厅秘书三处处长,"[""处长"",""秘书""]"
中共南京市委办公厅秘书三处处长,"[""处长"",""秘书""]"
山东省出版总社党务部主任科员,"[""员"",""主任""]"
洛阳市旋宫大厦副书记(主持党委工作),"[""书记"",""工作""]"
党委书记.朱先生自1998年6月至2002年5月任丰都县信用联社理事长兼主任,"[""主任"",""书记"",""理事""]"
党委书记.1992年10月至1998年6月任重庆涪陵区信用联社副主任兼营业部主任.1983年7月至1992年10月在重庆涪陵区农村信用联社工作.朱先生于2001年6月毕业于中共重庆市委党校区域经济学专业,"[""主任"",""主任"",""书记"",""专业"",""毕业"",""工作""]"
党委书记.1992年10月至1998年6月任重庆涪陵区信用联社副主任兼营业部主任.1983年7月至1992年10月在重庆涪陵区农村信用联社工作.朱先生于2001年6月毕业于中共重庆市委党校区域经济学专业,"[""主任"",""主任"",""书记"",""专业"",""毕业"",""工作""]"
党委书记.1992年10月至1998年6月任重庆涪陵区信用联社副主任兼营业部主任.1983年7月至1992年10月在重庆涪陵区农村信用联社工作.朱先生于2001年6月毕业于中共重庆市委党校区域经济学专业,"[""主任"",""主任"",""书记"",""专业"",""毕业"",""工作""]"
党委书记.1992年10月至1998年6月任重庆涪陵区信用联社副主任兼营业部主任.1983年7月至1992年10月在重庆涪陵区农村信用联社工作.朱先生于2001年6月毕业于中共重庆市委党校区域经济学专业,"[""主任"",""主任"",""书记"",""专业"",""毕业"",""工作""]"
党总支副书记兼人力资源部经理,"[""书记"",""经理""]"
中央党校研究生学历,"[""学历"",""研究生""]"
2007.02--2012.05中国一重党委组织部组织科副科长(主持工作),"[""科长"",""工作""]"
任苏盐连锁南京公司党委副书记(主持工作),"[""书记"",""工作""]"
北京煤炭管理干部学院团委干部,"[""干部"",""干部""]"
现任北京昊华能源股份有限公司党群工作部工会主管科员,"[""员"",""主管"",""工作""]"
并于2004年9月至2007年7月在中央党校研究生院经济管理专业在职学习,"[""专业"",""学习"",""研究生""]"
取得中央党校研究生学历,"[""学历"",""研究生""]"
中共中央党校研究生学历,"[""学历"",""研究生""]"
(其间:2001.03--2002.01中央党校中青年干部第十七期培训班学习),"[""学习"",""干部""]"
党委委员兼网络收益部总经理,"[""委员"",""经理""]"
中国证券监督管理委员会海南证监局党委委员,"[""委员"",""委员""]"
博兴县委副书记兼办公室主任,"[""主任"",""书记""]"
华光分理处副主任兼支行团支部书记,"[""主任"",""书记""]"
财会科稽核主管兼支行团支部书记,"[""书记"",""主管""]"
舒女士于1997年12月毕业于中共重庆市委党校函授学院经济管理专业,"[""专业"",""毕业""]"
舒女士于1997年12月毕业于中共重庆市委党校函授学院经济管理专业,"[""专业"",""毕业""]"
舒女士于1997年12月毕业于中共重庆市委党校函授学院经济管理专业,"[""专业"",""毕业""]"
处长兼机关纪委委员,"[""委员"",""处长""]"
中国民主建国会黑龙江省委员会委员,"[""委员"",""委员""]"
四川省交通投资集团有限责任公司党群工作部(纪检监察办公室)副部长,"[""部长"",""工作""]"
党群工作部部长,"[""部长"",""工作""]"
党群工作部部长,"[""部长"",""工作""]"
党委书记及副书记,"[""书记"",""书记""]"
2005年4月当选湖南出版投资控股集团有限公司党委委员,"[""委员"",""当选""]"
历任湖南省委外宣办副主任科员,"[""员"",""主任""]"
纪委副书记2003.07-2005.08东风汽车有限公司人事总部人力资源开发部部长2005.08-2009.10东风汽车有限公司人力资源总部薪酬部部长2009.10-2017.04东风汽车公司人事(干部)部薪资处处长,"[""部长"",""部长"",""书记"",""处长"",""干部""]"
自1996年11月至2006年12月历任哈尔滨工程大学党委宣传部副部长(于1997年9月被评为副教授),"[""部长"",""教授"",""评为""]"
党校副校长兼机关党委副书记(于2004年9月被评为教授),"[""书记"",""校长"",""教授"",""评为""]"
党校副校长兼机关党委副书记(于2004年9月被评为教授),"[""书记"",""校长"",""教授"",""评为""]"
党建工作组/机关党委办公室组长(期间:自2012年1月至2017年1月兼任中央汇金投资有限责任公司派出监事(派往光大实业(集团)有限公司)),"[""组长"",""工作""]"
并于2000年9月至2004年7月在中央党校函授学院涉外经济专业在职学习,"[""专业"",""学习""]"
党委副书记(主持工作),"[""书记"",""工作""]"
2000年至2008年任中央纪委第二纪检监察室主任科员,"[""员"",""主任""]"
自2011年11月起出任重庆农村商业银行股份有限公司职工代表监事.郑先生现任重庆农村商业银行股份有限公司信贷管理部总经理.郑先生曾于2008年8月至2011年4月任重庆农村商业银行股份有限公司合规管理部总经理.郑先生于2007年7月至2008年8月任重庆市农村信用社联合社业务管理部总经理.郑先生于2007年1月至2007年7月任重庆市农村信用社联合社业务管理部副总经理.郑先生于2006年12月至2007年1月任重庆市农村信用社联合社风险管理部副总经理.郑先生于2004年6月至2006年12月任重庆市农村信用社联合社信贷管理处副处长.郑先生于2000年3月至2004年6月在重庆市农村信用社联合社从事信贷管理工作.1998年8月至2000年3月在重庆市农村金融体制改革领导小组办公室工作.1984年4月至1998年8月在重庆市合川农村信用联社从事信贷工作.郑先生于1999年12月毕业于中共重庆市委党校函授学院经济管理专业,"[""领导"",""处长"",""代表"",""专业"",""经理"",""经理"",""经理"",""经理"",""经理"",""毕业"",""工作"",""工作"",""工作""]"
自2011年11月起出任重庆农村商业银行股份有限公司职工代表监事.郑先生现任重庆农村商业银行股份有限公司信贷管理部总经理.郑先生曾于2008年8月至2011年4月任重庆农村商业银行股份有限公司合规管理部总经理.郑先生于2007年7月至2008年8月任重庆市农村信用社联合社业务管理部总经理.郑先生于2007年1月至2007年7月任重庆市农村信用社联合社业务管理部副总经理.郑先生于2006年12月至2007年1月任重庆市农村信用社联合社风险管理部副总经理.郑先生于2004年6月至2006年12月任重庆市农村信用社联合社信贷管理处副处长.郑先生于2000年3月至2004年6月在重庆市农村信用社联合社从事信贷管理工作.1998年8月至2000年3月在重庆市农村金融体制改革领导小组办公室工作.1984年4月至1998年8月在重庆市合川农村信用联社从事信贷工作.郑先生于1999年12月毕业于中共重庆市委党校函授学院经济管理专业,"[""领导"",""处长"",""代表"",""专业"",""经理"",""经理"",""经理"",""经理"",""经理"",""毕业"",""工作"",""工作"",""工作""]"
自2011年11月起出任重庆农村商业银行股份有限公司职工代表监事.郑先生现任重庆农村商业银行股份有限公司信贷管理部总经理.郑先生曾于2008年8月至2011年4月任重庆农村商业银行股份有限公司合规管理部总经理.郑先生于2007年7月至2008年8月任重庆市农村信用社联合社业务管理部总经理.郑先生于2007年1月至2007年7月任重庆市农村信用社联合社业务管理部副总经理.郑先生于2006年12月至2007年1月任重庆市农村信用社联合社风险管理部副总经理.郑先生于2004年6月至2006年12月任重庆市农村信用社联合社信贷管理处副处长.郑先生于2000年3月至2004年6月在重庆市农村信用社联合社从事信贷管理工作.1998年8月至2000年3月在重庆市农村金融体制改革领导小组办公室工作.1984年4月至1998年8月在重庆市合川农村信用联社从事信贷工作.郑先生于1999年12月毕业于中共重庆市委党校函授学院经济管理专业,"[""领导"",""处长"",""代表"",""专业"",""经理"",""经理"",""经理"",""经理"",""经理"",""毕业"",""工作"",""工作"",""工作""]"
自2013年12月起出任本行党群工作部主任,"[""主任"",""工作""]"
2010年3月至2014年8月任湖南潇湘晨报传媒经营有限公司党委书记(其间自2011年11月兼任总经理),"[""书记"",""经理""]"
上海营业部总经理兼党委书记,"[""书记"",""经理""]"
营销委总经理助理兼上海营业部总经理以及党委书记和同程网络科技股份有限公司副总裁,"[""书记"",""经理"",""经理""]"
中国共产党焦作市第十届委员会委员,"[""委员"",""委员""]"
毕业于西安市党校经营管理专业,"[""专业"",""毕业""]"
中央党校经济管理专业在职研究生,"[""专业"",""研究生""]"
历任深圳市委组织部干部处副处长,"[""处长"",""干部""]"
二重集团(德阳)重型装备股份有限公司董事长(其间:2016.09--2016.11中央党校厅局级干部进修班(第67期)世界格局变化与中国对外战略研究专题学习)2017.03--2017.10中国重型机械有限公司董事长,"[""学习"",""干部""]"
党委副书记(主持党委工作),"[""书记"",""工作""]"
党委副书记(主持党委工作),"[""书记"",""工作""]"
党委副书记(主持党委工作),"[""书记"",""工作""]"
党委副书记(主持党委工作),"[""书记"",""工作""]"
临时党委书记2019.11--2019.12中国一重集团有限公司副总经理,"[""书记"",""经理""]"
党委常委2019.12-2020.01中国一重集团有限公司副总经理,"[""常委"",""经理""]"
中共浙江省委法治浙江建设专家咨询委员会委员,"[""委员"",""委员"",""专家""]"
中共浙江省委法治浙江建设专家咨询委员会委员,"[""委员"",""委员"",""专家""]"
任共青团湖北省委员会青工部部长,"[""部长"",""委员""]"
中央党校研究生学历,"[""学历"",""研究生""]"
2005年9月至2011年6月任宁波港集团有限公司党委工作部副部长,"[""部长"",""工作""]"
2015年1月至2016年3月宁波港集团有限公司党委工作部部长,"[""部长"",""工作""]"
2016年3月至2017年1月任宁波舟山港集团有限公司党委工作部主任,"[""主任"",""工作""]"
2008年5月至2011年7月任宁波港股份有限公司党委工作部副部长,"[""部长"",""工作""]"
2007年7月至2015年2月兼任安诚财产保险股份有限公司总经理兼党委书记,"[""书记"",""经理""]"
罗先生自2005年6月至2008年2月任重庆渝开发股份有限公司总经理兼党委书记,"[""书记"",""经理""]"
党委组织部副主任科员,"[""员"",""主任""]"
湖南省委组织部干部一处主任科员,"[""员"",""主任"",""干部""]"
省委党校研究生学历,"[""学历"",""研究生""]"
省委党校研究生学历,"[""学历"",""研究生""]"
山东出版集团有限公司党群工作部主任,"[""主任"",""工作""]"
总经理及党委副书记,"[""书记"",""经理""]"
历任深圳市盐田区委(区政府)办公室秘书科副科长,"[""科长"",""秘书""]"
任公司党委委员和纪委委员,"[""委员"",""委员""]"
任公司党委委员和纪委委员,"[""委员"",""委员""]"
党群工作部一级科员2012年2月起,"[""员"",""工作""]"
主任兼党支部书记,"[""主任"",""书记""]"
锡林煤化公司总经理兼党委书记兼执行董事,"[""书记"",""经理""]"
省委党校研究生学历,"[""学历"",""研究生""]"
省委党校研究生学历,"[""学历"",""研究生""]"
历任杭州合成纤维厂锦纶车间主任兼党支部书记,"[""主任"",""书记""]"
党委委员兼董事会秘书,"[""委员"",""秘书""]"
1997年毕业于中共中央党校函授学院经济管理专业,"[""专业"",""毕业""]"
中国葛洲坝集团公司党委常委兼中国葛洲坝集团股份有限公司副总经理,"[""常委"",""经理""]"
党委组织干部部部长,"[""部长"",""干部""]"
中国铁建股份有限公司人力资源部（党委干部部）部长,"[""部长"",""干部""]"
中国铁建股份有限公司总裁助理兼人力资源部（党委干部部）部长,"[""部长"",""干部""]"
现任重庆市水务资产经营有限公司党委工作部高级主管,"[""主管"",""工作""]"
2014.01-至今重庆市水务资产经营有限公司党委工作部高级主管,"[""主管"",""工作""]"
2010年2月至2011年5月担任北京银监局人事处(党委组织部)处长(部长),"[""部长"",""处长""]"
曾任中铁十四局集团有限公司人力资源部（党委干部部）副部长,"[""部长"",""干部""]"
中国铁建股份有限公司人力资源部（党委干部部）一级（1）档职员,"[""员"",""干部""]"
党委组织部（党委干部部）副部长,"[""部长"",""干部""]"
党委组织部（党委干部部）副部长,"[""部长"",""干部""]"
计划财务部部长兼计划投资综合党支部书记,"[""部长"",""书记""]"
计划财务部部长兼计划投资综合党支部书记,"[""部长"",""书记""]"
2013年1月取得中央党校经济管理专业研究生学历,"[""学历"",""专业"",""研究生""]"
公司党群工作部总经理,"[""经理"",""工作""]"
2010年2月至2016年9月历任重庆市国有资产监督管理委员会纪委综合处(案件审理处)主任科员,"[""员"",""主任"",""委员""]"
2016年12月至今历任中共重庆水务集团股份有限公司纪律检查委员会副书记,"[""书记"",""委员""]"
党委工作部副部长,"[""部长"",""工作""]"
党委副书记及总经理,"[""书记"",""经理""]"
1998.06--2000.10重庆市农机局企业指导处副处长(其间:1997.09-1999.12重庆市委党校函授学院财会专业本科学习),"[""处长"",""专业"",""学习""]"
1998.06--2000.10重庆市农机局企业指导处副处长(其间:1997.09-1999.12重庆市委党校函授学院财会专业本科学习),"[""处长"",""专业"",""学习""]"
(其间:2003.03-2006.01中共中央党校法学理论专业研究生学习),"[""专业"",""学习"",""研究生""]"
2003.06-2017.07重庆市市政管理委员会党组成员,"[""员"",""委员""]"
2009.03--2009.12重庆市委党校中青年干部培训一班学习),"[""学习"",""干部""]"
2009.03--2009.12重庆市委党校中青年干部培训一班学习),"[""学习"",""干部""]"
2017年7月起担任中共重庆水务集团股份有限公司委员会委员,"[""委员"",""委员""]"
中共重庆水务集团股份有限公司纪律检查委员书记,"[""书记"",""委员""]"
现任黑龙江交通发展股份有限公司资本运营部经理兼公司团委书记,"[""书记"",""经理""]"
历任福建省纪委干部管理室副主任(正处长级),"[""主任"",""处长"",""干部""]"
福建省委巡视办副主任(正处长级),"[""主任"",""处长""]"
审计部副总经理及党支部书记,"[""书记"",""经理""]"
信用卡中心总经理及党总支书记等职务,"[""书记"",""经理""]"
赵先生毕业于中央党校经济管理专业,"[""专业"",""毕业""]"
中共中央党校本科学历(法律专业),"[""学历"",""专业""]"
武进区委组织部人才工作科科员,"[""员"",""工作""]"
武进区委组织部副主任科员,"[""员"",""主任""]"
哈双管理处党支部书记政工科副科长兼团委书记,"[""书记"",""书记"",""科长""]"
哈双管理处党支部书记政工科副科长兼团委书记,"[""书记"",""书记"",""科长""]"
现任哈大分公司经理代党委书记,"[""书记"",""经理""]"
上海环境集团有限公司党群工作部副主任,"[""主任"",""工作""]"
上海东石塘再生能源有限公司党支部副书记(主持工作),"[""书记"",""工作""]"
党群工作部(党委办公室)副主任,"[""主任"",""工作""]"
党群工作部(党委办公室)副主任,"[""主任"",""工作""]"
1997年6月毕业于中共四川省委党校函授学院财务会计专业,"[""专业"",""毕业""]"
1997年6月毕业于中共四川省委党校函授学院财务会计专业,"[""专业"",""毕业""]"
1997年6月毕业于中共四川省委党校函授学院财务会计专业,"[""专业"",""毕业""]"
2016年2月被中共武进国家高新科技产业开发区工作委员会评为2015年度“优秀企业家”,"[""委员"",""工作"",""评为""]"
中国共产党第十八次全国代表大会代表,"[""代表"",""代表""]"
中共甘肃省委党校工商管理专业在职研究生,"[""专业"",""研究生""]"
中共甘肃省委党校工商管理专业在职研究生,"[""专业"",""研究生""]"
中共甘肃省委党校工商管理专业在职研究生,"[""专业"",""研究生""]"
总部直属党委副书记兼纪委书记,"[""书记"",""书记""]"
总部直属党委副书记兼纪委书记,"[""书记"",""书记""]"
中共广州港集团有限公司纪律检查委员会副书记,"[""书记"",""委员""]"
省委党校研究生学历,"[""学历"",""研究生""]"
省委党校研究生学历,"[""学历"",""研究生""]"
现任职务:陕西省纪委监委驻省国资委纪检监察组副组长,"[""组长"",""任职""]"
中共陕西省委企业工作委员会宣教部副主任科员,"[""员"",""主任"",""委员"",""工作""]"
中共陕西省委企业工作委员会宣教部副主任科员,"[""员"",""主任"",""委员"",""工作""]"
离休干部党总支部书记,"[""书记"",""干部""]"
离休干部党总支部书记,"[""书记"",""干部""]"
现任职务:陕西煤业化工集团有限责任公司党委书记,"[""书记"",""任职""]"
党支部副书记兼副主任,"[""主任"",""书记""]"
陕西省煤炭运销集团公司党群工作部副主任,"[""主任"",""工作""]"
中共中国华电科工集团有限公司委员会委员,"[""委员"",""委员""]"
上海市建设交通工作党委副书记,"[""书记"",""工作""]"
机关党委专职副书记兼纪委书记,"[""书记"",""书记""]"
机关党委专职副书记兼纪委书记,"[""书记"",""书记""]"
2009年11月至今担任陕西煤业综合办公室主任兼机关党支部书记,"[""主任"",""书记""]"
党群工作总部副部长,"[""部长"",""工作""]"
党群总部部长兼党支部书记,"[""部长"",""书记""]"
党群总部部长兼党支部书记,"[""部长"",""书记""]"
建设事业总部党委书记兼副总经理,"[""书记"",""经理""]"
曾任中国建设银行苏州分行党委宣传与群工部副部长兼团委书记,"[""部长"",""书记""]"
曾任中国建设银行苏州分行党委宣传与群工部副部长兼团委书记,"[""部长"",""书记""]"
广州市委第十一届委员会委员,"[""委员"",""委员""]"
2011年在中共中央党校研究生院在职研究生经济学专业毕业,"[""专业"",""研究生"",""研究生"",""毕业""]"
党群工作本部本部长,"[""部长"",""工作""]"
现任中国平安保险(集团)股份有限公司党委副书记兼集团北京管理总部总经理,"[""书记"",""经理""]"
1998 年毕业于河北省党校函授经济管理专业,"[""专业"",""毕业""]"
刘先生2008年6月被评为2006-2007年度山东高等学校优秀共产党员,"[""党员"",""评为""]"
大客户部/营业部总经理兼北京分行党委委员,"[""委员"",""经理""]"
党委副书记及纪委书记,"[""书记"",""书记""]"
党委副书记及纪委书记,"[""书记"",""书记""]"
副经理及党委委员,"[""委员"",""经理""]"
总经理及党委副书记,"[""书记"",""经理""]"
王女士先后于2008年11月至2008年12月及2008年12月至2013年1月历任青岛市委督查室工作人员和决策督查处副处长,"[""员"",""处长"",""工作""]"
王女士先后于2013年1月至2015年4月及2015年4月至2015年6月历任青岛市委办公厅党内网络政务处副处长和调研员,"[""员"",""处长""]"
中国人民政治协商会议广州市委员会委员,"[""委员"",""委员""]"
王新泽先生毕业于山东省委党校经济管理专业,"[""专业"",""毕业""]"
王新泽先生毕业于山东省委党校经济管理专业,"[""专业"",""毕业""]"
王军先生毕业于中央党校经济管理专业,"[""专业"",""毕业""]"
党组副书记(主持工作),"[""书记"",""工作""]"
毕业于山东省委党校档案文秘专业,"[""文秘"",""专业"",""毕业""]"
毕业于山东省委党校档案文秘专业,"[""文秘"",""专业"",""毕业""]"
1998年6月任秦皇岛市委副秘书长(1998年7月-2001年6月兼任西藏阿里地委副秘书长),"[""秘书"",""秘书""]"
市委讲师团主任,"[""主任"",""讲师""]"
2000年11月任河北省委企业工委监事会工作处副处长,"[""处长"",""工作""]"
2018年9月任中国铁路广州局集团有限公司人事处(党委组织部)处长(部长),"[""部长"",""处长""]"
2018年11月起任中国铁路广州局集团有限公司人事部(党委组织部)主任(部长),"[""部长"",""主任""]"
1983-1986安徽合肥市委讲师团教员,"[""员"",""讲师""]"
中央党校研究生学历,"[""学历"",""研究生""]"
党委宣传部部长(企业文化处处长),"[""部长"",""处长""]"
2000年12月任党群工作部部长助理,"[""部长"",""工作""]"
2003年2月任党群工作部副部长兼团委副书记,"[""部长"",""书记"",""工作""]"
2003年2月任党群工作部副部长兼团委副书记,"[""部长"",""书记"",""工作""]"
刘先生于2014年11月至2016年6月担任中国人寿保险股份有限公司河北省分公司党委书记兼总经理,"[""书记"",""经理""]"
满洲里分公司党委书记兼总经理,"[""书记"",""经理""]"
呼伦贝尔分公司党委书记兼总经理,"[""书记"",""经理""]"
呼和浩特分公司党委书记兼总经理,"[""书记"",""经理""]"
现任广西绿城水务股份有限公司党群工作部部长,"[""部长"",""工作""]"
1993年1月至2009年2月相继任中央纪委案件审查室副主任科员,"[""员"",""主任""]"
王先生毕业于中共中央党校政治法律专业,"[""专业"",""毕业""]"
张先生毕业于中央党校经济管理专业,"[""专业"",""毕业""]"
并取得中央党校经济管理专业在职研究生学历,"[""学历"",""专业"",""研究生""]"
