tinySentence,matches
重庆港务物流集团有限公司党委工作部部长,"[""部长"",""工作""]"
党委委员(其间曾兼任重庆港九党委副书记),"[""书记"",""委员""]"
党委委员(其间曾兼任重庆港九党委副书记),"[""书记"",""委员""]"
曾任中盐上海市盐业公司党群工作部干事,"[""干事"",""工作""]"
公司党总支委员会书记,"[""书记"",""委员""]"
南京钢铁联合有限公司党委工作部组织科科长,"[""科长"",""工作""]"
特钢事业部党工委副书记兼纪工委书记,"[""书记"",""书记""]"
中国化工集团有限公司办公室（党委办公室）秘书处副主任助理,"[""主任"",""秘书""]"
党群工作部副部长,"[""部长"",""工作""]"
处长兼厅党组秘书,"[""处长"",""秘书""]"
现任湖北安琪生物集团有限公司党委副书记(牵头主持工作),"[""书记"",""工作""]"
宝钢集团党委组织部部长兼人事部副部长,"[""部长"",""部长""]"
江苏维维集团总经理兼党委书记,"[""书记"",""经理""]"
中国标准工业集团有限公司组织人事部副部长兼机关党支部书记,"[""部长"",""书记""]"
1958年12月生中共党员大学学历高级经济师高级政工师1976年12月至1980年5月南京军区总医院护训队文书1980年6月至1982年1月南京军区总医院门诊部会计1982年5月至1991年7月铜山县柳集轧花厂会计1991年8月至1992年9月铜山县日用杂品公司业务员1992年10月至1999年9月维维集团股份有限公司人事部长,"[""员"",""党员"",""部长"",""文书"",""学历"",""经济师""]"
张明扬先生1961年8月生中共党员大专学历会计师1982年7月至1986年12月铜山县吴邵供销社会计1987年1月至1994年9月铜山县化学工业公司财务股长1994年10月至2003年9月维维食品饮料股份有限公司财务部部长,"[""党员"",""部长"",""学历""]"
曾任陕西鼓风机(集团)有限公司党群工作部副部长,"[""部长"",""工作""]"
党支部副书记(主持工作),"[""书记"",""工作""]"
曾任厦门远洋运输公司总经理兼党委副书记,"[""书记"",""经理""]"
党委书记兼常务副总经理,"[""书记"",""经理""]"
最近五年曾任广西桂东电力股份有限公司党委副书记兼纪委书记,"[""书记"",""书记""]"
最近五年曾任广西桂东电力股份有限公司党委副书记兼纪委书记,"[""书记"",""书记""]"
党办秘书和正营职政治协理员等职务,"[""员"",""秘书""]"
党校研究生学历,"[""学历"",""研究生""]"
许继集团有限公司党委副书记(主持党委工作),"[""书记"",""工作""]"
许继集团有限公司党委副书记(主持党委工作),"[""书记"",""工作""]"
营口港务集团企业管理部总经理兼合资合作单位党总支书记,"[""书记"",""经理""]"
天津市房地产发展(集团)股份有限公司党群工作部部长,"[""部长"",""工作""]"
厦门自贸区委员会专家顾问,"[""委员"",""专家""]"
党委工作部副部长兼机关工会主席,"[""部长"",""工作""]"
财务部经理兼纪委委员,"[""委员"",""经理""]"
党群工作部副部长,"[""部长"",""工作""]"
公司党群工作部一级主管,"[""主管"",""工作""]"
长兴分公司党委书记兼常务副总经理,"[""书记"",""经理""]"
西藏天路省道301线那曲供加至班戈德保段整治改建工程项目部党支部书记兼项目经理,"[""书记"",""经理""]"
西藏天路改革项目部党支部书记兼项目经理,"[""书记"",""经理""]"
水电八局国际部孟加拉达吉项目部党工委书记兼工地经理,"[""书记"",""经理""]"
中国共产党珠海市第七届委员会候补委员,"[""委员"",""委员""]"
人力资源部部长兼退休党支部书记,"[""部长"",""书记""]"
新疆宝地矿业有限责任公司行政事务部(党群工作部)主任,"[""主任"",""工作""]"
法定代表人及党委副书记,"[""书记"",""代表""]"
天津市委党校研究生学历,"[""学历"",""研究生""]"
天津市委党校研究生学历,"[""学历"",""研究生""]"
党委工作部工作,"[""工作"",""工作""]"
党工部副部长兼团委书记,"[""部长"",""书记""]"
党工部副部长兼团委书记,"[""部长"",""书记""]"
现任兰太公司党群工作部部长(党委办公室主任)兼公司工会副主席,"[""部长"",""主任"",""工作""]"
现任兰太公司党群工作部部长(党委办公室主任)兼公司工会副主席,"[""部长"",""主任"",""工作""]"
党委工作部部长,"[""部长"",""工作""]"
广药国际(珠海横琴)中医药产业有限公司总经理及广州白云山医药集团股份有限公司党委委员,"[""委员"",""经理""]"
彼为中国人民政治协商会议安徽省委员会委员,"[""委员"",""委员""]"
总经理兼党委副书记,"[""书记"",""经理""]"
2007年3月至2007年7月任航天动力党委副书记兼纪委书记,"[""书记"",""书记""]"
2007年3月至2007年7月任航天动力党委副书记兼纪委书记,"[""书记"",""书记""]"
2007年7月至2014年9月任航天动力党委副书记兼纪委书记,"[""书记"",""书记""]"
2007年7月至2014年9月任航天动力党委副书记兼纪委书记,"[""书记"",""书记""]"
党委工作部部长,"[""部长"",""工作""]"
省委党校研究生学历,"[""学历"",""研究生""]"
省委党校研究生学历,"[""学历"",""研究生""]"
曾任山东高速集团有限公司党委工作部副部长,"[""部长"",""工作""]"
江西省三清山风景名胜区三清乡委员会党委副书记,"[""书记"",""委员""]"
2003年12月毕业于中央党校(函授)经济管理专业,"[""专业"",""毕业""]"
曾任省国有资产管理委员会党委委员,"[""委员"",""委员""]"
1998年1月至2009年12月任大宇制纸股份有限公司副总经理兼党委书记,"[""书记"",""经理""]"
吉林省委财经办副主任巡视员,"[""员"",""主任""]"
现兼任政协江西省委员会常委,"[""委员"",""常委""]"
战略规划部总经理兼党总支书记,"[""书记"",""经理""]"
办公室主任兼团委书记,"[""主任"",""书记""]"
中共黔南州第九次代表大会代表,"[""代表"",""代表""]"
中共福泉市市委第四届委员会候补委员,"[""委员"",""委员""]"
中共福泉市市委第四届委员会候补委员,"[""委员"",""委员""]"
1998年任江西省新闻出版局音像电子管理处处长(期间:1999年3月至2001年3月挂职中共玉山县委副书记),"[""书记"",""处长""]"
1998年任江西省新闻出版局音像电子管理处处长(期间:1999年3月至2001年3月挂职中共玉山县委副书记),"[""书记"",""处长""]"
航空工业航电系统人力资源部部长兼企业文化部/党群工作部部长,"[""部长"",""部长"",""工作""]"
公司分党组干部部/人力资源部部长,"[""部长"",""干部""]"
并被聘为中共上海市委法律专家库成员和中国国际经济贸易仲裁委员会仲裁员,"[""员"",""员"",""委员"",""专家""]"
并被聘为中共上海市委法律专家库成员和中国国际经济贸易仲裁委员会仲裁员,"[""员"",""员"",""委员"",""专家""]"
曾任中国人民大学会计系党总支副书记和系副主任,"[""主任"",""书记""]"
安徽星马汽车集团有限公司党群工作部部长,"[""部长"",""工作""]"
党群工作部主任助理,"[""主任"",""工作""]"
现任江苏宁沪高速公路股份有限公司党群工作部副主任(主持工作),"[""主任"",""工作"",""工作""]"
中国昊华化工(集团)总公司办公室主任/党委办公室主任/党委宣传部部长,"[""部长"",""主任"",""主任""]"
中国昊华化工(集团)总公司办公室主任/党委办公室主任/党委宣传部部长,"[""部长"",""主任"",""主任""]"
中国昊华化工集团股份有限公司办公室主任/党委办公室主任/党委宣传部部长/中国昊华化工集团股份有限公司董事会秘书,"[""部长"",""主任"",""主任"",""秘书""]"
中国昊华化工集团股份有限公司办公室主任/党委办公室主任/党委宣传部部长/中国昊华化工集团股份有限公司董事会秘书,"[""部长"",""主任"",""主任"",""秘书""]"
一车间主任兼党支部书记,"[""主任"",""书记""]"
龙岩市经贸委(经信委)党组副书记及副主任,"[""主任"",""书记""]"
五矿资本股份有限公司党群工作部副总经理等职务,"[""经理"",""工作""]"
现任五矿资本股份有限公司党群工作部部长,"[""部长"",""工作""]"
五矿资本控股有限公司党群工作部部长,"[""部长"",""工作""]"
五矿资本控股有限公司纪委委员兼资本运营部总经理等职务,"[""委员"",""经理""]"
燃烧试验研究室副主任兼党支部书记,"[""主任"",""书记""]"
党委工作部副部长(主持工作),"[""部长"",""工作"",""工作""]"
党委工作部部长,"[""部长"",""工作""]"
先后任一航涡轮院纪委副书记兼运行监控部部长,"[""部长"",""书记""]"
中国冶金科工集团公司党群工作部副部长,"[""部长"",""工作""]"
中冶集团暨中国中冶党群工作部(企业文化部)副部长等职务,"[""部长"",""工作""]"
五矿资本控股有限公司纪委委员兼风险管理部总经理等职务,"[""委员"",""经理""]"
分党委书记兼副主任,"[""主任"",""书记""]"
航空动力/中航动力西安分公司叶片中心主任兼分党委副书记,"[""主任"",""书记""]"
中航动力西安分公司/航发动力西安分公司工艺技术中心主任兼党总支副书记,"[""主任"",""书记""]"
中国五矿股份有限公司风险管理部总经理兼集团公司直属纪委委员,"[""委员"",""经理""]"
车间副主任兼支部副书记,"[""主任"",""书记""]"
团委书记兼办公室副主任,"[""主任"",""书记""]"
党委书记兼总经理,"[""书记"",""经理""]"
沈阳金山能源股份有限党群工作部副主任,"[""主任"",""工作""]"
沈阳金山能源股份有限公司党建工作部(工会办公室)副主任等职,"[""主任"",""工作""]"
现任沈阳金山能源股份有限公司党建工作部(工会办公室)副主任(主持工作),"[""主任"",""工作"",""工作""]"
党委委员(其间:2001.09-2003.07在贵州大学工商管理专业大专毕业,"[""委员"",""专业"",""毕业""]"
贵州省委联合举办的第二期地厅级干部进修班学习),"[""学习"",""干部""]"
1987年7月毕业于六盘水市委党校****专业(原中专学历,"[""学历"",""专业"",""毕业""]"
1987年7月毕业于六盘水市委党校****专业(原中专学历,"[""学历"",""专业"",""毕业""]"
2005年4月毕业于贵州省委党校法律专业(原大专学历,"[""学历"",""专业"",""毕业""]"
2005年4月毕业于贵州省委党校法律专业(原大专学历,"[""学历"",""专业"",""毕业""]"
党群工作部副主任兼审计室主任,"[""主任"",""主任"",""工作""]"
三友集团总经理助理兼青海五彩碱业党委书记,"[""书记"",""经理""]"
青海五彩碱业党委书记兼常务副总经理,"[""书记"",""经理""]"
党支部书记兼工会副主席(副科级)1994.09-1996.03盘江矿务局土城矿洒基采掘队党支部书记兼工会主席(副科级)1996.03-1996.06盘江矿务局土城矿洒基采掘队队长1996.06-1999.03盘江矿务局土城矿通风区副区长1999.03-1999.10盘江煤电(集团)有限公司土城矿副总工程师1999.10-2000.05盘江煤电(集团)有限公司土城矿副总工程师兼通风区区长2000.05-2007.03盘江煤电(集团)有限公司土城矿总工程师2007.03-2009.09贵州盘江煤电有限责任公司土城矿矿长2009.09-2010.03贵州盘江精煤股份有限公司生产管理部负责人2010.03-2011.01贵州松河煤业发展有限公司总经理2011.01-2016.09贵州盘江精煤股份有限公司总工程师2016.09-2017.09盘江控股组织人事部中层正职级干部2017.09-2018.11贵州盘江采矿工程技术中心有限公司党委委员,"[""书记"",""书记"",""委员"",""负责人"",""干部"",""经理""]"
党支部书记兼工会副主席(副科级)1994.09-1996.03盘江矿务局土城矿洒基采掘队党支部书记兼工会主席(副科级)1996.03-1996.06盘江矿务局土城矿洒基采掘队队长1996.06-1999.03盘江矿务局土城矿通风区副区长1999.03-1999.10盘江煤电(集团)有限公司土城矿副总工程师1999.10-2000.05盘江煤电(集团)有限公司土城矿副总工程师兼通风区区长2000.05-2007.03盘江煤电(集团)有限公司土城矿总工程师2007.03-2009.09贵州盘江煤电有限责任公司土城矿矿长2009.09-2010.03贵州盘江精煤股份有限公司生产管理部负责人2010.03-2011.01贵州松河煤业发展有限公司总经理2011.01-2016.09贵州盘江精煤股份有限公司总工程师2016.09-2017.09盘江控股组织人事部中层正职级干部2017.09-2018.11贵州盘江采矿工程技术中心有限公司党委委员,"[""书记"",""书记"",""委员"",""负责人"",""干部"",""经理""]"
党支部书记兼工会副主席(副科级)1994.09-1996.03盘江矿务局土城矿洒基采掘队党支部书记兼工会主席(副科级)1996.03-1996.06盘江矿务局土城矿洒基采掘队队长1996.06-1999.03盘江矿务局土城矿通风区副区长1999.03-1999.10盘江煤电(集团)有限公司土城矿副总工程师1999.10-2000.05盘江煤电(集团)有限公司土城矿副总工程师兼通风区区长2000.05-2007.03盘江煤电(集团)有限公司土城矿总工程师2007.03-2009.09贵州盘江煤电有限责任公司土城矿矿长2009.09-2010.03贵州盘江精煤股份有限公司生产管理部负责人2010.03-2011.01贵州松河煤业发展有限公司总经理2011.01-2016.09贵州盘江精煤股份有限公司总工程师2016.09-2017.09盘江控股组织人事部中层正职级干部2017.09-2018.11贵州盘江采矿工程技术中心有限公司党委委员,"[""书记"",""书记"",""委员"",""负责人"",""干部"",""经理""]"
党总支书记2016.10-2017.01贵州盘江精煤股份有限公司副总经理2017.01-2017.04贵州盘江精煤股份有限公司副总经理,"[""书记"",""经理"",""经理""]"
沈阳金山能源股份有限公司党群工作部主任,"[""主任"",""工作""]"
洒基开拓队技术员1996.03-1997.03盘江矿务局土城矿洒基开拓队副队长1997.03-1999.03盘江矿务局土城矿洒基采区副区长1999.03-1999.07盘江煤电(集团)有限公司土城矿采煤四区副区长1999.07-2000.05盘江煤电(集团)有限公司土城矿采四区区长2000.05-2000.09盘江煤电(集团)有限公司土城矿采四区党支部书记2000.09-2003.06盘江煤电(集团)有限公司土城矿采三区区长2003.06-2004.02贵州盘江煤电有限责任公司土城矿副总工程师兼采三区区长2004.02-2004.12贵州盘江煤电有限责任公司土城矿副矿长2004.12-2008.01盘江煤电集团新井开发有限公司副经理2008.01-2008.06盘江煤电集团新井开发有限公司副经理(主持行政工作)2008.06-2008.12贵州盘江煤电有限责任公司生产管理部副主任2008.12-2011.11松河煤业发展有限责任公司副总经理2011.11-2012.12贵州盘江威宁项目组组长2012.12-2016.10贵州盘江精煤股份有限公司月亮田矿矿长2016.10-2019.12贵州盘江精煤股份有限公司副总经理2019.12-至今贵州盘江精煤股份有限公司副总经理,"[""员"",""主任"",""书记"",""组长"",""经理"",""经理"",""经理"",""经理"",""经理"",""工作""]"
共青团辽宁省委员会副书记,"[""书记"",""委员""]"
现任抚顺特殊钢股份有限公司供应处处长兼党支部书记,"[""书记"",""处长""]"
党组成员兼南京南瑞集团公司副总经理,"[""员"",""经理""]"
副总经理兼国网电力科学研究院党组书记,"[""书记"",""经理""]"
南京南瑞集团公司党组成员兼国网电力科学研究院党组成员,"[""员"",""员""]"
南京南瑞集团公司党组成员兼国网电力科学研究院党组成员,"[""员"",""员""]"
红旗井党总支副书记兼回采二区支部书记,"[""书记"",""书记""]"
红旗井党总支副书记兼回采二区支部书记,"[""书记"",""书记""]"
历任唐山市委组织部主任科员,"[""员"",""主任""]"
国网电力科学研究院党群工作部主任,"[""主任"",""工作""]"
党组成员兼南京南瑞集团公司副总经理,"[""员"",""经理""]"
党组成员兼南京南瑞集团公司副总经理,"[""员"",""经理""]"
主任2007.09-2009.04任义乌市国有资产投资控股有限公司总经理2009.04-2010.03任义乌小商品城恒大开发有限责任公司党委副书记,"[""主任"",""书记"",""经理""]"
总经理2010.03-2014.01任义乌小商品城恒大开发有限责任公司党委副书记,"[""书记"",""经理""]"
兼义乌市国有资产经营有限责任公司项目建设部经理2013.10-2019.05任义乌市城乡新社区投资建设集团有限公司党委委员,"[""委员"",""经理""]"
副总经理2019.05-2019.06任义乌市建设投资集团有限公司党委委员,"[""委员"",""经理""]"
副总经理2019.07-至今任浙江中国小商品城集团股份有限公司党委委员,"[""委员"",""经理""]"
主任2011.08-2017.05历任义乌市政府办公室党组成员,"[""员"",""主任""]"
公共资产管理中心主任2017.06-2019.01历任义乌市市国资委党委委员,"[""主任"",""委员""]"
国资运营中心管委会副主任(兼)2019.01-2019.02任浙江中国小商品城集团股份有限公司党委副书记2019.02-2019.03任浙江中国小商品城集团股份有限公司党委副书记,"[""主任"",""书记"",""书记""]"
国资运营中心管委会副主任(兼)2019.01-2019.02任浙江中国小商品城集团股份有限公司党委副书记2019.02-2019.03任浙江中国小商品城集团股份有限公司党委副书记,"[""主任"",""书记"",""书记""]"
总经理2019.03-至今任浙江中国小商品城集团股份有限公司党委副书记,"[""书记"",""经理""]"
党群工作部副部长,"[""部长"",""工作""]"
现任安徽江淮汽车集团股份有限公司党委工作部部长,"[""部长"",""工作""]"
兼市场部经理2016.04-2017.06任浙江中国小商品城集团股份有限公司集团党委委员,"[""委员"",""经理""]"
兼市场部经理2017.06-至今任浙江中国小商品城集团股份有限公司党委委员,"[""委员"",""经理""]"
副总经理2011.08-2014.01任义乌市国有资产经营有限公司党委副书记,"[""书记"",""经理""]"
总经理2014.01-2016.02任义乌市赤岸镇党委副书记,"[""书记"",""经理""]"
总经理2016.04-2018.09任浙江中国小商品城集团股份有限公司党委副书记,"[""书记"",""经理""]"
总经理2018.09-2018.10任浙江中国小商品城集团股份有限公司党委书记,"[""书记"",""经理""]"
总经理2018.10-2019.02任浙江中国小商品城集团股份有限公司党委书记,"[""书记"",""经理""]"
总经理2019.02-至今任浙江中国小商品城集团股份有限公司党委书记,"[""书记"",""经理""]"
最近五年工作经历:2015.06-2018.06任义乌市陆港事务与口岸管理局党组成员副局长,"[""员"",""工作""]"
2018.06-2020.07任浙江华捷投资发展有限公司党组成员副总经理,"[""员"",""经理""]"
湘电集团有限公司党群工作部副部长,"[""部长"",""工作""]"
高级经济师1983.08-1989.04任义乌苏溪供销社团总支部书记1989.04-1991.02任义乌市供销合作社团委副书记1991.02-2012.04任义乌市审计局副局长2012.04-2014.01任义乌市国有资产经营有限责任公司党委书记,"[""书记"",""书记"",""书记"",""经济师""]"
高级经济师1983.08-1989.04任义乌苏溪供销社团总支部书记1989.04-1991.02任义乌市供销合作社团委副书记1991.02-2012.04任义乌市审计局副局长2012.04-2014.01任义乌市国有资产经营有限责任公司党委书记,"[""书记"",""书记"",""书记"",""经济师""]"
高级经济师1983.08-1989.04任义乌苏溪供销社团总支部书记1989.04-1991.02任义乌市供销合作社团委副书记1991.02-2012.04任义乌市审计局副局长2012.04-2014.01任义乌市国有资产经营有限责任公司党委书记,"[""书记"",""书记"",""书记"",""经济师""]"
中央党校研究生学历,"[""学历"",""研究生""]"
王伟英:2005 年7 月至2009 年2 月任公司供应部部长兼党支部书记,"[""部长"",""书记""]"
曾任中央纪委监察部监察综合室部长办公室主任,"[""部长"",""主任""]"
毕业于北京市委党校经济专业,"[""专业"",""毕业""]"
毕业于北京市委党校经济专业,"[""专业"",""毕业""]"
主任兼公司机关党委副书记,"[""主任"",""书记""]"
广州远洋党委工作部部长兼公司机关党委副书记,"[""部长"",""书记"",""工作""]"
广州远洋党委工作部部长兼公司机关党委副书记,"[""部长"",""书记"",""工作""]"
现任中共漳州片仔癀药业股份有限公司委员会书记,"[""书记"",""委员""]"
人大常委会党组成员,"[""员"",""常委""]"
中共漳州片仔癀集团公司委员会书记,"[""书记"",""委员""]"
技术中心党总支书记兼常务副主任等职,"[""主任"",""书记""]"
2001.09-2003.12在职就读云南省委党校会计与审计专业2009.10-2009.12贵研铂业股份有限公司财务部主管,"[""专业"",""主管""]"
2001.09-2003.12在职就读云南省委党校会计与审计专业2009.10-2009.12贵研铂业股份有限公司财务部主管,"[""专业"",""主管""]"
审计部部长2016.11-今云南省贵金属新材料控股集团有限公司纪委委员,"[""部长"",""委员""]"
清苑分公司总经理兼党支部书记,"[""书记"",""经理""]"
任中共漳州片仔癀药业股份有限公司委员会党委副书记,"[""书记"",""委员""]"
任中共漳州片仔癀药业股份有限公司委员会党委副书记,"[""书记"",""委员""]"
纪委副书记兼机关第二党支部书记,"[""书记"",""书记""]"
纪委副书记兼机关第二党支部书记,"[""书记"",""书记""]"
2012年被评为中国机械工业集团有限公司优秀共产党员,"[""党员"",""评为""]"
现任福建福能股份有限公司副总经理兼子公司福建省鸿山热电有限责任公司党委书记,"[""书记"",""经理""]"
中国共产党成都市第十三次代表大会代表,"[""代表"",""代表""]"
政协第十五届成都市委员会委员,"[""委员"",""委员""]"
党群部副主任兼支部副书记,"[""主任"",""书记""]"
党群部副主任兼支部副书记,"[""主任"",""书记""]"
中共党员.历任本公司技术中心主任,"[""党员"",""主任""]"
环境事业部党支部书记2018.04-今贵研铂业股份有限公司副总经理,"[""书记"",""经理""]"
加压站站长(期间中共中央党校函授学院经济管理专业学习),"[""专业"",""学习""]"
现任株洲时代新材料科技股份有限公司风电产品事业部党总支书记兼副总经理,"[""书记"",""经理""]"
中国民主促进会江苏省委经济与法律工作委员会副主任,"[""主任"",""委员"",""工作""]"
现任福建福能股份有限公司副总经理兼子公司福建晋江天然气发电有限公司党委书记,"[""书记"",""经理""]"
1993年起任象山二建总经理兼党委书记,"[""书记"",""经理""]"
党委工作部及人力资源部部长,"[""部长"",""工作""]"
事业部党支部书记2016.05-2016.08贵研铂业股份有限公司副总经理,"[""书记"",""经理""]"
事业部党支部书记2016.08-2016.11贵研铂业股份有限公司副总经理,"[""书记"",""经理""]"
1993.12-1995.04中国船舶重工集团有限公司第七一二研究所宣传处副处长兼团委书记,"[""书记"",""处长""]"
1996.11-1998.06中国船舶重工集团有限公司第七一二研究所组织处处长1998.06-2002.08中国船舶重工集团有限公司第七一二研究所党委副书记兼纪委书记,"[""书记"",""书记"",""处长""]"
1996.11-1998.06中国船舶重工集团有限公司第七一二研究所组织处处长1998.06-2002.08中国船舶重工集团有限公司第七一二研究所党委副书记兼纪委书记,"[""书记"",""书记"",""处长""]"
2016.02-2016.03中国船舶重工集团有限公司第七一二研究所党委书记兼纪委书记,"[""书记"",""书记""]"
2016.02-2016.03中国船舶重工集团有限公司第七一二研究所党委书记兼纪委书记,"[""书记"",""书记""]"
2016.03-2016.08中国船舶重工集团有限公司第七一二研究所党委书记兼纪委书记,"[""书记"",""书记""]"
2016.03-2016.08中国船舶重工集团有限公司第七一二研究所党委书记兼纪委书记,"[""书记"",""书记""]"
1999.04-2001.01七〇四所党委工作处处长,"[""处长"",""工作""]"
现任邮科院副院长及党委书记及法定代表人,"[""书记"",""代表""]"
中央党校在职研究生学历,"[""学历"",""研究生""]"
现任晋西车轴党群工作部部长,"[""部长"",""工作""]"
上海党支部书记2018.11-2019.02贵研铂业股份有限公司副总经理,"[""书记"",""经理""]"
上海党支部书记2019.02-今贵研铂业股份有限公司副总经理,"[""书记"",""经理""]"
团委书记兼党办副主任,"[""主任"",""书记""]"
团委书记兼党办副主任,"[""主任"",""书记""]"
中共焦作市第十届委员会委员,"[""委员"",""委员""]"
晋西机器工业集团有限责任公司专用设备分公司经理兼党支部书记,"[""书记"",""经理""]"
云南会泽铅锌矿矿产资源接替工程指挥部党支部书记兼办公室主任,"[""主任"",""书记""]"
商业部直属机关党委副主任科员,"[""员"",""主任""]"
国家国内贸易部直属机关党委宣传部主任科员,"[""员"",""主任""]"
国家经济贸易委员会直属机关党委宣传部部长,"[""部长"",""委员""]"
先后任超高压工程局思想政治工作部团委书记,"[""书记"",""工作""]"
主任以及检修分公司党群工作部主任,"[""主任"",""主任"",""工作""]"
*****银川市委员会直属总支副主任委员等职务等社会职务,"[""主任"",""委员"",""委员""]"
现任风神轮胎股份有限公司党委工作部部长,"[""部长"",""工作""]"
(其间:2005.09--2008.07湖南省委党校经济管理专业在职研究生学习),"[""专业"",""学习"",""研究生""]"
(其间:2005.09--2008.07湖南省委党校经济管理专业在职研究生学习),"[""专业"",""学习"",""研究生""]"
党委书记(其间兼任宜昌船舶柴油机有限公司执行董事(法定代表人),"[""书记"",""代表""]"
党委工作部副主任,"[""主任"",""工作""]"
现任株洲时代新材料科技股份有限公司党委书记兼副总经理,"[""书记"",""经理""]"
党委组织部部长和人力资源部部长,"[""部长"",""部长""]"
曾任福建省鸿山热电有限责任公司副总经理兼纪委书记,"[""书记"",""经理""]"
设计部部长兼第三联合党支部书记,"[""部长"",""书记""]"
技术开发部部长兼党支部书记,"[""部长"",""书记""]"
党群工作部部长,"[""部长"",""工作""]"
党务工作部综合室主任,"[""主任"",""工作""]"
曾任岳阳林纸股份有限公司造纸事业六部党支部书记兼设备副主任,"[""主任"",""书记""]"
计量理化处副处长兼党支部书记,"[""书记"",""处长""]"
质检员兼任车间团支部书记,"[""员"",""书记""]"
获学士学位1998.07-2000.09昆明贵金属研究所工作2000.09-2003.04贵研铂业股份有限公司工作2003.04-2004.02贵研铂业股份有限公司总经理办公室副主任2004.02-2005.09贵研铂业股份有限公司行政部主管2005.09-2005.12贵研铂业股份有限公司行政部副部长2005.12-2007.04贵研铂业股份有限公司党委办公室副主任,"[""部长"",""主任"",""主任"",""学位"",""主管"",""经理"",""工作"",""工作""]"
昆明贵金属研究所综合办公室副主任2007.04-2008.04贵研铂业股份有限公司党委办公室副主任,"[""主任"",""主任""]"
云锡集团元江镍业有限责任公司副总经理(挂职)2008.04-2008.05贵研铂业股份有限公司党委办公室副主任,"[""主任"",""经理""]"
党委副书记(主持工作),"[""书记"",""工作""]"
总经理兼党总支书记,"[""书记"",""经理""]"
宁夏党委研究室秘书处副处长,"[""处长"",""秘书""]"
党总支副书记(主持工作),"[""书记"",""工作""]"
党群工作部部长,"[""部长"",""工作""]"
副总经理兼公司会泽冶炼厂党委书记,"[""书记"",""经理""]"
公司党委会泽生产区工作部组织科副科长(主持工作),"[""科长"",""工作"",""工作""]"
公司会泽冶炼厂机关党总支副书记(主持工作),"[""书记"",""工作""]"
公司会泽冶炼分公司铅厂党总支副书记(主持工作),"[""书记"",""工作""]"
公司会泽冶炼分公司纪检审计监察部部长兼职能部门第四党支部书记,"[""部长"",""书记""]"
任四川省水电投资经营集团有限公司总经理办公室副主任(其间:2016.07-2016.10借用到能投集团纪委工作),"[""主任"",""经理"",""工作""]"
国网四川省电力公司思想政治工作部(直属党委办公室)副主任,"[""主任"",""工作""]"
高级经济师.曾任库尔勒市库尔楚园艺场党委副书记,"[""书记"",""经济师""]"
库尔勒市市委副书记.现任新疆库尔勒香梨股份有限公司党委书记,"[""书记"",""书记""]"
库尔勒市市委副书记.现任新疆库尔勒香梨股份有限公司党委书记,"[""书记"",""书记""]"
方大特钢科技股份有限公司自动化部部长兼党总支书记,"[""部长"",""书记""]"
现任上海大屯能源股份有限公司纪委副书记兼监察审计部部长,"[""部长"",""书记""]"
辽宁方大集团实业有限公司党群工作部部长,"[""部长"",""工作""]"
2013年7月获得中共中央党校研究生学历,"[""学历"",""研究生""]"
石河子市天源燃气有限公司总经理兼党总支副书记,"[""书记"",""经理""]"
2003年1月至2009年11月担任国药控股沈阳有限公司总经理兼党委书记,"[""书记"",""经理""]"
历任天富集团党委委员兼天富热电党委副书记和南热电厂厂长,"[""书记"",""委员""]"
历任天富集团党委委员兼天富热电党委副书记和南热电厂厂长,"[""书记"",""委员""]"
鲁能英大集团公司党委副书记兼副总经理,"[""书记"",""经理""]"
扬州市委组织部企事业干部科办事员,"[""员"",""干部""]"
扬州市委组织部企事业干部科科员,"[""员"",""干部""]"
扬州市国资委企业领导人员管理处(党群工作处)处长,"[""员"",""领导"",""处长"",""工作""]"
扬州市国资委企业领导人员管理处(党群工作处)处长,"[""员"",""领导"",""处长"",""工作""]"
国网电力科学研究院党群工作部主任,"[""主任"",""工作""]"
曾任浙江省委政法委员会研究室科员,"[""员"",""委员""]"
主持党组工作的党组副书记,"[""书记"",""工作""]"
主持党组工作的党组副书记,"[""书记"",""工作""]"
贵州双龙临空经济区党工委副书记(分管常务工作),"[""书记"",""工作""]"
中央党校经济学专业研究生,"[""专业"",""研究生""]"
中铁二局股份有限公司总经理2014年12月至2017年1月任中铁二局集团有限公司党委书记,"[""书记"",""经理""]"
在党群工作部(纪检监察部)工作,"[""工作"",""工作""]"
2017年7月至2019年6月担任党群工作部副主任(主持工作),"[""主任"",""工作"",""工作""]"
2019年6月至今担任中国软件与技术服务股份有限公司党群工作部主任,"[""主任"",""工作""]"
中共重庆市委企业工作委员会,"[""委员"",""工作""]"
中共重庆市委企业工作委员会,"[""委员"",""工作""]"
中共泰安市委组织部副主任科员,"[""员"",""主任""]"
中共泰安市委组织部副主任科员,"[""员"",""主任""]"
山东省国资委企业领导人管理处(党委组织部)主任科员,"[""员"",""主任"",""领导""]"
中共福建省政府国资委机关委员会专职副书记,"[""书记"",""委员""]"
中共福建省政府国资委机关纪律检查委员会书记,"[""书记"",""委员""]"
中共福建省政府国资委机关委员会专职副书记,"[""书记"",""委员""]"
中共福建省政府国资委机关纪律检查委员会书记,"[""书记"",""委员""]"
厂长1999.6-2001.9安阳钢铁集团有限责任公司总经理助理(期间在河南省委党校第一期青年干部培训班学习,"[""学习"",""干部"",""经理""]"
